,시설구분,시설위치_경도,시설위치_위도
0,유치원과 어린이집,127.0843363,37.13238264
1,유치원과 어린이집,127.0418168,37.1821641
2,유치원과 어린이집,127.0794942,37.15289078
3,유치원과 어린이집,127.0496376,37.1779755
4,유치원과 어린이집,127.04025159999998,37.16531071
5,유치원과 어린이집,127.0693981,37.14001839
6,유치원과 어린이집,127.0688327,37.17018661
7,유치원과 어린이집,127.0826597,37.13016828
8,유치원과 어린이집,127.0555153,37.16306134
9,유치원과 어린이집,127.0527214,37.17272295
10,유치원과 어린이집,127.04086940000002,37.18234072
11,유치원과 어린이집,127.0751458,37.15315471
12,유치원과 어린이집,127.0756448,37.14446687
13,유치원과 어린이집,127.0351983,37.14258445
14,유치원과 어린이집,127.0446544,37.14484764
15,유치원과 어린이집,127.0443671,37.17208718
16,유치원과 어린이집,127.0513561,37.17693639
17,유치원과 어린이집,127.0693872,37.13001264
18,유치원과 어린이집,127.0439361,37.14445727
19,유치원과 어린이집,127.0731455,37.13035976
20,유치원과 어린이집,127.0760496,37.15264414
21,유치원과 어린이집,127.0794045,37.15689273
22,유치원과 어린이집,127.0785136,37.15101235
23,유치원과 어린이집,127.0718378,37.13266267
24,유치원과 어린이집,127.0705737,37.13721025
25,유치원과 어린이집,127.0335856,37.19065929
26,유치원과 어린이집,127.07336940000002,37.16064808
27,유치원과 어린이집,127.0356436,37.1949761
28,유치원과 어린이집,127.0652608,37.19201469
29,유치원과 어린이집,127.0713473,37.13778094
30,유치원과 어린이집,127.0330768,37.19460545
31,유치원과 어린이집,127.06272140000002,37.19275351
32,유치원과 어린이집,127.0801839,37.15443464
33,유치원과 어린이집,127.0676178,37.13430596
34,유치원과 어린이집,127.0678263,37.17482521
35,유치원과 어린이집,127.0553446,37.17296719
36,유치원과 어린이집,127.0694363,37.1392343
37,유치원과 어린이집,127.0434419,37.17233601
38,유치원과 어린이집,127.0363673,37.16136543
39,유치원과 어린이집,127.06860079999998,37.15748489
40,유치원과 어린이집,127.0925795,37.15089929
41,유치원과 어린이집,127.0886428,37.15002033
42,유치원과 어린이집,127.0609121,37.16468597
43,유치원과 어린이집,127.0409514,37.18555005
44,유치원과 어린이집,127.052994,37.13983147
45,유치원과 어린이집,127.08042890000002,37.15493128
46,유치원과 어린이집,127.0758169,37.15196725
47,유치원과 어린이집,127.0762166,37.15499742
48,유치원과 어린이집,127.0528718,37.13954256
49,유치원과 어린이집,127.0838922,37.13534674
50,유치원과 어린이집,127.0484183,37.1462412
51,유치원과 어린이집,127.0745116,37.14172251
52,유치원과 어린이집,127.0553446,37.17296719
53,유치원과 어린이집,127.0821919,37.13128439
54,유치원과 어린이집,127.0685502,37.13466091
55,유치원과 어린이집,127.0701153,37.13663168
56,유치원과 어린이집,127.0774362,37.14023662
57,유치원과 어린이집,127.0670679,37.13003124
58,유치원과 어린이집,127.081849,37.13631308
59,유치원과 어린이집,127.0357037,37.19619323
60,유치원과 어린이집,127.039988,37.18649279
61,유치원과 어린이집,127.05366200000002,37.17176199
62,유치원과 어린이집,127.0729303,37.13258548
63,유치원과 어린이집,127.0647603,37.19284214
64,유치원과 어린이집,127.0394547,37.18525579
65,유치원과 어린이집,127.0543087,37.1633092
66,유치원과 어린이집,127.055967,37.17248277
67,유치원과 어린이집,127.07502379999998,37.15080158
68,유치원과 어린이집,127.0670862,37.13275358
69,유치원과 어린이집,127.0766177,37.14768839999999
70,유치원과 어린이집,127.0615612,37.15955934
71,유치원과 어린이집,127.0926898,37.14922304
72,유치원과 어린이집,127.0668137,37.13513232
73,유치원과 어린이집,127.0489838,37.17235724
74,유치원과 어린이집,127.0401225,37.16244373
75,유치원과 어린이집,127.0775373,37.1443294
76,유치원과 어린이집,127.0438607,37.14388008
77,유치원과 어린이집,127.0404712,37.18484509
78,유치원과 어린이집,127.0569134,37.15508007
79,유치원과 어린이집,127.0767087,37.12731673
80,유치원과 어린이집,127.027454,37.1675139
81,유치원과 어린이집,127.0400923,37.18602446
82,유치원과 어린이집,127.050084,37.14257879
83,유치원과 어린이집,127.0924676,37.14865438
84,유치원과 어린이집,127.0586308,37.16380312
85,유치원과 어린이집,127.0479369,37.17791494
86,유치원과 어린이집,127.06692350000002,37.17511036
87,유치원과 어린이집,127.0635321,37.16347874
88,유치원과 어린이집,127.0762079,37.14445085
89,유치원과 어린이집,127.0735834,37.16264998
90,유치원과 어린이집,127.0797503,37.15342352
91,유치원과 어린이집,127.0584848,37.16373948
92,유치원과 어린이집,127.0330342,37.19053994
93,유치원과 어린이집,127.061039,37.16416362
94,유치원과 어린이집,127.0480087,37.17721211
95,유치원과 어린이집,127.05447420000002,37.17156674
96,유치원과 어린이집,127.033747,37.19739343
97,유치원과 어린이집,127.0470183,37.17517115
98,유치원과 어린이집,127.0757771,37.14497213
99,유치원과 어린이집,127.0873586,37.14182201
100,유치원과 어린이집,127.0701308,37.13390045
101,유치원과 어린이집,127.07730990000002,37.15888641
102,유치원과 어린이집,127.04645359999998,37.17918026
103,유치원과 어린이집,127.0774277,37.15996853
104,유치원과 어린이집,127.0588308,37.17203374
105,유치원과 어린이집,127.0708565,37.15093079
106,유치원과 어린이집,127.072216,37.13347531
107,유치원과 어린이집,127.0638975,37.17241306
108,유치원과 어린이집,127.0433609,37.1745712
109,유치원과 어린이집,127.0636094,37.17353876
110,유치원과 어린이집,127.06692350000002,37.17511036
111,유치원과 어린이집,127.0449228,37.18460987
112,유치원과 어린이집,127.0923924,37.15217865
113,유치원과 어린이집,127.04666840000002,37.18659966
114,유치원과 어린이집,127.04484,37.17774984
115,유치원과 어린이집,127.0711483,37.14711887
116,유치원과 어린이집,127.0801936,37.13026775
117,유치원과 어린이집,127.0420527,37.17667544
118,유치원과 어린이집,127.06686840000002,37.17095466
119,유치원과 어린이집,127.0887616,37.14887595
120,유치원과 어린이집,127.0516683,37.17938038
121,유치원과 어린이집,127.0878466,37.12865402
122,유치원과 어린이집,127.0866085,37.1306779
123,유치원과 어린이집,127.0503504,37.14132683
124,유치원과 어린이집,127.0619778,37.19275076
125,유치원과 어린이집,127.0830542,37.1608448
126,유치원과 어린이집,127.0213876,37.19354923
127,유치원과 어린이집,127.0442081,37.14415184
128,유치원과 어린이집,127.040299,37.18537625
129,유치원과 어린이집,127.0560309,37.16348693
130,유치원과 어린이집,127.0635321,37.16347874
131,유치원과 어린이집,127.0814607,37.15978453
132,유치원과 어린이집,127.0580096,37.17183237
133,유치원과 어린이집,127.07564709999998,37.14606238
134,유치원과 어린이집,127.0801199,37.13341343
135,유치원과 어린이집,127.0708656,37.13137013
136,유치원과 어린이집,127.0732492,37.13394777
137,유치원과 어린이집,127.0713473,37.13778094
138,유치원과 어린이집,127.0768836,37.14038789
139,유치원과 어린이집,127.0883986,37.14936145
140,유치원과 어린이집,127.0774228,37.138596
141,유치원과 어린이집,127.0443671,37.17208718
142,유치원과 어린이집,127.0470183,37.17517115
143,유치원과 어린이집,127.0441937,37.17095074
144,유치원과 어린이집,127.0801377,37.15666998
145,유치원과 어린이집,127.0765986,37.15315089
146,유치원과 어린이집,127.0888135,37.14345863
147,유치원과 어린이집,127.0809755,37.15791689
148,유치원과 어린이집,127.0440118,37.17310441
149,유치원과 어린이집,127.0469394,37.17140296
150,유치원과 어린이집,127.07233390000002,37.13853267
151,유치원과 어린이집,127.0592888,37.14747199
152,유치원과 어린이집,127.054947,37.174218
153,유치원과 어린이집,127.0679614,37.1313055
154,유치원과 어린이집,127.0645676,37.17539018
155,유치원과 어린이집,127.07950890000002,37.15429703
156,유치원과 어린이집,127.0494123,37.14002523
157,유치원과 어린이집,127.051552,37.17617994
158,유치원과 어린이집,127.0264612,37.16777134
159,유치원과 어린이집,127.0554246,37.16124015
160,유치원과 어린이집,127.0691328,37.16693361
161,유치원과 어린이집,127.0708722,37.13219044
162,유치원과 어린이집,127.06702649999998,37.17285721
163,유치원과 어린이집,127.0543087,37.1633092
164,유치원과 어린이집,127.0735604,37.13265986
165,유치원과 어린이집,127.0338528,37.19667272
166,유치원과 어린이집,127.0577351,37.1976747
167,유치원과 어린이집,127.0798941,37.15796715
168,유치원과 어린이집,127.0822267,37.15363058
169,유치원과 어린이집,127.077474,37.155696
170,유치원과 어린이집,127.0801917,37.13467566
171,유치원과 어린이집,127.0776805,37.15097333
172,유치원과 어린이집,127.07051909999998,37.14088782
173,유치원과 어린이집,127.0480858,37.14723149
174,유치원과 어린이집,127.0543087,37.1633092
175,유치원과 어린이집,127.0726054,37.13029472
176,유치원과 어린이집,127.0756053,37.14549434
177,유치원과 어린이집,127.0466606,37.17659401
178,유치원과 어린이집,127.0741381,37.14007158
179,유치원과 어린이집,127.06495990000002,37.19144569
180,유치원과 어린이집,127.0809352,37.13052277
181,유치원과 어린이집,127.0812951,37.14080919
182,유치원과 어린이집,127.0930582,37.14982825
183,유치원과 어린이집,127.0901758,37.14975522
184,유치원과 어린이집,127.0526361,37.17574235
185,유치원과 어린이집,127.0639268,37.15360072
186,유치원과 어린이집,127.07207340000002,37.16079664
187,유치원과 어린이집,127.04447140000002,37.17160082
188,유치원과 어린이집,127.0711076,37.13437272
189,유치원과 어린이집,127.0723949,37.15370369
190,유치원과 어린이집,127.0792481,37.15462963
191,유치원과 어린이집,127.0501214,37.14196597
192,유치원과 어린이집,127.0827847,37.1319986
193,유치원과 어린이집,127.0764218,37.15455646
194,유치원과 어린이집,127.0710578,37.13722101
195,유치원과 어린이집,127.0676032,37.17048861
196,유치원과 어린이집,127.0548128,37.16185982
197,유치원과 어린이집,127.0734665,37.12932429
198,유치원과 어린이집,127.0810173,37.13197434
199,유치원과 어린이집,127.0743022,37.14694996
200,유치원과 어린이집,127.0484583,37.1773851
201,유치원과 어린이집,127.06307859999998,37.19334074
202,유치원과 어린이집,127.0715394,37.13167003
203,유치원과 어린이집,127.0507406,37.14198634
204,유치원과 어린이집,127.0756851,37.15338199
205,유치원과 어린이집,127.0681967,37.13546188
206,유치원과 어린이집,127.06798870000002,37.13442449
207,유치원과 어린이집,127.047275,37.14723741
208,유치원과 어린이집,127.0796605,37.15742547
209,유치원과 어린이집,127.0705617,37.16123287
210,유치원과 어린이집,127.0692351,37.13102168
211,유치원과 어린이집,127.0826597,37.13016828
212,유치원과 어린이집,127.04857450000002,37.1767816
213,유치원과 어린이집,127.0302509,37.19605455
214,유치원과 어린이집,127.0717904,37.13308616
215,유치원과 어린이집,127.0269994,37.16817011
216,유치원과 어린이집,127.051204,37.1454946
217,유치원과 어린이집,127.0782176,37.1536254
218,유치원과 어린이집,127.0804981,37.13424407
219,유치원과 어린이집,127.0698443,37.14075917
220,유치원과 어린이집,127.0258663,37.16744446
221,유치원과 어린이집,127.0698825,37.13996607
222,유치원과 어린이집,127.0879293,37.14247302
223,유치원과 어린이집,127.0694539,37.15400854
224,유치원과 어린이집,127.082032,37.15831724
225,유치원과 어린이집,127.0753263,37.16316103
226,유치원과 어린이집,127.06981840000002,37.13737878
227,유치원과 어린이집,127.0869383,37.14249661
228,유치원과 어린이집,127.0709915,37.16091893
229,유치원과 어린이집,127.0801936,37.13026775
230,유치원과 어린이집,127.0692545,37.16532954
231,유치원과 어린이집,127.0804162,37.15722083
232,유치원과 어린이집,127.0816094,37.15734223
233,유치원과 어린이집,127.058197,37.17254519
234,유치원과 어린이집,127.0708722,37.13219044
235,유치원과 어린이집,127.07683459999998,37.15121370000001
236,유치원과 어린이집,127.069613,37.14977247
237,유치원과 어린이집,127.0894488,37.14257744
238,유치원과 어린이집,127.0762946,37.14505511
239,유치원과 어린이집,127.0568222,37.1610651
240,유치원과 어린이집,127.070752,37.13553426
241,유치원과 어린이집,127.0565058,37.16123518
242,유치원과 어린이집,127.0291847,37.1699636
243,유치원과 어린이집,127.0721723,37.13723405
244,유치원과 어린이집,127.0690275,37.15770278
245,유치원과 어린이집,127.0494235,37.14193627
246,유치원과 어린이집,127.0772841,37.13923551
247,유치원과 어린이집,127.078808,37.15478131
248,유치원과 어린이집,127.07566,37.15384162
249,유치원과 어린이집,127.0614187,37.19785966
250,유치원과 어린이집,127.0752162,37.16270993
251,유치원과 어린이집,127.0253164,37.16711775
252,유치원과 어린이집,127.0726023,37.1308626
253,유치원과 어린이집,127.0768336,37.15543231
254,유치원과 어린이집,127.0796594,37.13118529999999
255,유치원과 어린이집,127.03311200000002,37.19621008
256,유치원과 어린이집,127.0686131,37.17116835
257,유치원과 어린이집,127.0908645,37.14194839
258,유치원과 어린이집,127.0499533,37.14475593
259,유치원과 어린이집,127.0761442,37.14364336
260,유치원과 어린이집,127.0791732,37.15611193
261,유치원과 어린이집,127.0525529,37.178499
262,유치원과 어린이집,127.0851996,37.14908875
263,유치원과 어린이집,127.0718595,37.14767361
264,유치원과 어린이집,127.0567804,37.15342109
265,유치원과 어린이집,127.0602467,37.19702093
266,유치원과 어린이집,127.0763935,37.15694265
267,유치원과 어린이집,127.0731383,37.13064304
268,유치원과 어린이집,127.0379468,37.15183331
269,유치원과 어린이집,127.056694,37.17446953
270,유치원과 어린이집,127.04306470000002,37.14458726
271,유치원과 어린이집,127.0790261,37.15533713
272,유치원과 어린이집,127.07970120000002,37.14381229999999
273,유치원과 어린이집,127.0607557,37.15550063
274,유치원과 어린이집,127.0853086,37.13544681
275,유치원과 어린이집,127.0838365,37.13750222
276,유치원과 어린이집,127.0345848,37.18783095
277,유치원과 어린이집,127.07041940000002,37.16105497
278,유치원과 어린이집,127.0477491,37.14791946
279,유치원과 어린이집,127.0400336,37.18380171
280,유치원과 어린이집,127.044006,37.17838514
281,유치원과 어린이집,127.060326,37.191193
282,유치원과 어린이집,127.0664245,37.14969499
283,유치원과 어린이집,127.07097240000002,37.15003486
284,유치원과 어린이집,127.0646658,37.1739971
285,유치원과 어린이집,127.0855314,37.13336523
286,유치원과 어린이집,127.0256451,37.19591534
287,유치원과 어린이집,127.062722,37.16503272
288,유치원과 어린이집,127.0576963,37.15899814
289,유치원과 어린이집,127.0321106,37.19688704
290,유치원과 어린이집,127.0710562,37.13044603
291,유치원과 어린이집,127.0711992,37.13936633
292,유치원과 어린이집,127.0774136,37.15249986
293,유치원과 어린이집,127.0696986,37.1351683
294,유치원과 어린이집,127.0688576,37.16461498
295,유치원과 어린이집,127.060528,37.19657928
296,유치원과 어린이집,127.0573325,37.18544394
297,유치원과 어린이집,127.0547807,37.17574987
298,유치원과 어린이집,127.0694773,37.15230635
299,유치원과 어린이집,127.0583688,37.17041407
300,유치원과 어린이집,127.0494744,37.17136399
301,유치원과 어린이집,127.0648643,37.19652303
302,유치원과 어린이집,127.0635868,37.16236518
303,유치원과 어린이집,127.0458616,37.17414057
304,유치원과 어린이집,127.0443318,37.17705148
305,유치원과 어린이집,127.05566670000002,37.17066759
306,유치원과 어린이집,127.090752,37.1516978
307,초등학교,127.0696986,37.1351683
308,초등학교,127.0774136,37.15249986
309,초등학교,127.0688576,37.16461498
310,초등학교,127.0477491,37.14791946
311,초등학교,127.090752,37.1516978
312,초등학교,127.0635868,37.16236518
313,초등학교,127.0458616,37.17414057
314,초등학교,127.0664245,37.14969499
315,초등학교,127.0646658,37.1739971
316,초등학교,127.0321106,37.19688704
317,초등학교,127.0855314,37.13336523
318,초등학교,127.0908645,37.14194839
319,초등학교,127.0499533,37.14475593
320,초등학교,127.0761442,37.14364336
321,초등학교,127.0791732,37.15611193
322,초등학교,127.0400336,37.18380171
323,초등학교,127.044006,37.17838514
324,초등학교,127.0576963,37.15899814
325,초등학교,127.063454,37.162672
326,초등학교,127.07097240000002,37.15003486
327,초등학교,127.05566670000002,37.17066759
328,초등학교,127.0710562,37.13044603
329,초등학교,127.0711992,37.13936633
330,초등학교,127.0525529,37.178499
