시군명,구/읍면동명,사고년도,사고유형구분,다발지역FID,다발지역ID,법정동코드,위치코드,시도시군구명,사고지역위치명,발생건수,사상자수,사망자수,중상자수,경상자수,부상자수,위도,경도,사고다발지역폴리곤정보
이천시,송정동,2016,스쿨존내어린이사고다발지,6230087,2017026,4150011000,41500001,경기도 이천시1,경기도 이천시 송정동(송정초교 부근),2,2,0,1,1,0,37.294346083906,127.433894092639,"{""type"":""Polygon"",""coordinates"":[[[127.43658904,37.29434608],[127.43653726,37.29392782],[127.4363839,37.29352564],[127.43613486,37.29315498],[127.43579971,37.29283009],[127.43539132,37.29256346],[127.4349254,37.29236533],[127.43441985,37.29224333],[127.43389409,37.29220213],[127.43336833,37.29224333],[127.43286278,37.29236533],[127.43239686,37.29256346],[127.43198848,37.29283009],[127.43165333,37.29315498],[127.43140429,37.29352564],[127.43125093,37.29392782],[127.43119915,37.29434608],[127.43125093,37.29476434],[127.43140429,37.29516652],[127.43165333,37.29553717],[127.43198848,37.29586205],[127.43239686,37.29612867],[127.43286278,37.29632678],[127.43336833,37.29644878],[127.43389409,37.29648997],[127.43441985,37.29644878],[127.4349254,37.29632678],[127.43539132,37.29612867],[127.43579971,37.29586205],[127.43613486,37.29553717],[127.4363839,37.29516652],[127.43653726,37.29476434],[127.43658904,37.29434608]]]}"
안산시,단원구,2016,스쿨존내어린이사고다발지,6229776,2017026,4127310200,41273003,경기도 안산시 단원구3,경기도 안산시 단원구 와동(와동초교 부근),2,2,0,0,2,0,37.336341400836,126.830516120624,"{""type"":""Polygon"",""coordinates"":[[[126.83321107,37.3363414],[126.83315928,37.33592338],[126.83300593,37.33552141],[126.83275689,37.33515096],[126.83242174,37.33482625],[126.83201335,37.33455977],[126.83154743,37.33436176],[126.83104188,37.33423982],[126.83051612,37.33419865],[126.82999036,37.33423982],[126.82948481,37.33436176],[126.82901889,37.33455977],[126.82861051,37.33482625],[126.82827536,37.33515096],[126.82802632,37.33552141],[126.82787296,37.33592338],[126.82782117,37.3363414],[126.82787296,37.33675942],[126.82802632,37.33716138],[126.82827536,37.33753182],[126.82861051,37.33785652],[126.82901889,37.33812299],[126.82948481,37.33832099],[126.82999036,37.33844292],[126.83051612,37.33848409],[126.83104188,37.33844292],[126.83154743,37.33832099],[126.83201335,37.33812299],[126.83242174,37.33785652],[126.83275689,37.33753182],[126.83300593,37.33716138],[126.83315928,37.33675942],[126.83321107,37.3363414]]]}"
안산시,단원구,2016,스쿨존내어린이사고다발지,6230086,2017026,4127310200,41273002,경기도 안산시 단원구2,경기도 안산시 단원구 와동(화랑초교 부근),2,4,0,3,1,0,37.331603631104,126.817938916549,"{""type"":""Polygon"",""coordinates"":[[[126.82063386,37.33160363],[126.82058208,37.33118558],[126.82042872,37.33078359],[126.82017968,37.33041311],[126.81984453,37.33008839],[126.81943615,37.32982189],[126.81897023,37.32962386],[126.81846467,37.32950192],[126.81793892,37.32946074],[126.81741316,37.32950192],[126.81690761,37.32962386],[126.81644168,37.32982189],[126.8160333,37.33008839],[126.81569815,37.33041311],[126.81544911,37.33078359],[126.81529575,37.33118558],[126.81524397,37.33160363],[126.81529575,37.33202168],[126.81544911,37.33242366],[126.81569815,37.33279413],[126.8160333,37.33311884],[126.81644168,37.33338533],[126.81690761,37.33358335],[126.81741316,37.33370528],[126.81793892,37.33374646],[126.81846467,37.33370528],[126.81897023,37.33358335],[126.81943615,37.33338533],[126.81984453,37.33311884],[126.82017968,37.33279413],[126.82042872,37.33242366],[126.82058208,37.33202168],[126.82063386,37.33160363]]]}"
안산시,단원구,2016,스쿨존내어린이사고다발지,6230085,2017026,4127310700,41273001,경기도 안산시 단원구1,경기도 안산시 단원구 초지동(초지초교 부근),2,5,2,2,1,0,37.311003479728,126.813468988304,"{""type"":""Polygon"",""coordinates"":[[[126.81616393,37.31100348],[126.81611215,37.31058531],[126.81595879,37.31018321],[126.81570975,37.30981264],[126.8153746,37.30948782],[126.81496622,37.30922125],[126.8145003,37.30902317],[126.81399475,37.30890119],[126.81346899,37.30886],[126.81294323,37.30890119],[126.81243768,37.30902317],[126.81197176,37.30922125],[126.81156337,37.30948782],[126.81122822,37.30981264],[126.81097918,37.31018321],[126.81082583,37.31058531],[126.81077404,37.31100348],[126.81082583,37.31142164],[126.81097918,37.31182374],[126.81122822,37.3121943],[126.81156337,37.31251911],[126.81197176,37.31278567],[126.81243768,37.31298374],[126.81294323,37.31310571],[126.81346899,37.31314689],[126.81399475,37.31310571],[126.8145003,37.31298374],[126.81496622,37.31278567],[126.8153746,37.31251911],[126.81570975,37.3121943],[126.81595879,37.31182374],[126.81611215,37.31142164],[126.81616393,37.31100348]]]}"
수원시,영통구,2016,스쿨존내어린이사고다발지,6229760,2017026,4111710700,41117001,경기도 수원시 영통구1,경기도 수원시 영통구 망포동(태장초교 부근),2,3,0,0,2,1,37.241307591373,127.054255689749,"{""type"":""Polygon"",""coordinates"":[[[127.05695064,37.24130759],[127.05689885,37.24088904],[127.0567455,37.24048657],[127.05649646,37.24011565],[127.0561613,37.23979053],[127.05575292,37.23952371],[127.055287,37.23932545],[127.05478145,37.23920336],[127.05425569,37.23916213],[127.05372993,37.23920336],[127.05322438,37.23932545],[127.05275846,37.23952371],[127.05235008,37.23979053],[127.05201492,37.24011565],[127.05176588,37.24048657],[127.05161253,37.24088904],[127.05156074,37.24130759],[127.05161253,37.24172614],[127.05176588,37.24212861],[127.05201492,37.24249952],[127.05235008,37.24282462],[127.05275846,37.24309143],[127.05322438,37.24328968],[127.05372993,37.24341177],[127.05425569,37.24345299],[127.05478145,37.24341177],[127.055287,37.24328968],[127.05575292,37.24309143],[127.0561613,37.24282462],[127.05649646,37.24249952],[127.0567455,37.24212861],[127.05689885,37.24172614],[127.05695064,37.24130759]]]}"
광명시,철산동,2016,스쿨존내어린이사고다발지,6229766,2017026,4121010200,41210001,경기도 광명시1,경기도 광명시 철산동(광명북초교 부근),2,2,0,2,0,0,37.488156579563,126.867871562624,"{""type"":""Polygon"",""coordinates"":[[[126.87056651,37.48815658],[126.87051473,37.4877394],[126.87036137,37.48733825],[126.87011233,37.48696855],[126.86977718,37.4866445],[126.86936879,37.48637856],[126.86890287,37.48618094],[126.86839732,37.48605926],[126.86787156,37.48601817],[126.8673458,37.48605926],[126.86684025,37.48618094],[126.86637433,37.48637856],[126.86596595,37.4866445],[126.8656308,37.48696855],[126.86538176,37.48733825],[126.8652284,37.4877394],[126.86517662,37.48815658],[126.8652284,37.48857376],[126.86538176,37.4889749],[126.8656308,37.48934459],[126.86596595,37.48966863],[126.86637433,37.48993456],[126.86684025,37.49013216],[126.8673458,37.49025385],[126.86787156,37.49029493],[126.86839732,37.49025385],[126.86890287,37.49013216],[126.86936879,37.48993456],[126.86977718,37.48966863],[126.87011233,37.48934459],[126.87036137,37.4889749],[126.87051473,37.48857376],[126.87056651,37.48815658]]]}"
광주시,중대동,2016,스쿨존내어린이사고다발지,6229755,2017026,4161010800,41610001,경기도 광주시1,경기도 광주시 중대동(광남초교 부근),2,2,0,0,2,0,37.393969668866,127.231344945814,"{""type"":""Polygon"",""coordinates"":[[[127.23403989,37.39396967],[127.23398811,37.39355196],[127.23383475,37.39315031],[127.23358571,37.39278014],[127.23325056,37.39245568],[127.23284218,37.39218941],[127.23237626,37.39199155],[127.2318707,37.3918697],[127.23134495,37.39182856],[127.23081919,37.3918697],[127.23031363,37.39199155],[127.22984771,37.39218941],[127.22943933,37.39245568],[127.22910418,37.39278014],[127.22885514,37.39315031],[127.22870178,37.39355196],[127.22865,37.39396967],[127.22870178,37.39438737],[127.22885514,37.39478902],[127.22910418,37.39515918],[127.22943933,37.39548362],[127.22984771,37.39574989],[127.23031363,37.39594774],[127.23081919,37.39606958],[127.23134495,37.39611071],[127.2318707,37.39606958],[127.23237626,37.39594774],[127.23284218,37.39574989],[127.23325056,37.39548362],[127.23358571,37.39515918],[127.23383475,37.39478902],[127.23398811,37.39438737],[127.23403989,37.39396967]]]}"
부천시,소사구,2016,스쿨존내어린이사고다발지,6229772,2017026,4119710200,41197001,경기도 부천시 소사구1,경기도 부천시 소사구 심곡본동(부천남초교 부근),2,2,0,2,0,0,37.481717125246,126.782022384427,"{""type"":""Polygon"",""coordinates"":[[[126.78471733,37.48171713],[126.78466555,37.48129991],[126.78451219,37.48089873],[126.78426315,37.48052899],[126.783928,37.48020491],[126.78351962,37.47993895],[126.7830537,37.47974132],[126.78254814,37.47961962],[126.78202238,37.47957853],[126.78149663,37.47961962],[126.78099107,37.47974132],[126.78052515,37.47993895],[126.78011677,37.48020491],[126.77978162,37.48052899],[126.77953258,37.48089873],[126.77937922,37.48129991],[126.77932744,37.48171713],[126.77937922,37.48213434],[126.77953258,37.48253552],[126.77978162,37.48290524],[126.78011677,37.48322931],[126.78052515,37.48349526],[126.78099107,37.48369288],[126.78149663,37.48381457],[126.78202238,37.48385566],[126.78254814,37.48381457],[126.7830537,37.48369288],[126.78351962,37.48349526],[126.783928,37.48322931],[126.78426315,37.48290524],[126.78451219,37.48253552],[126.78466555,37.48213434],[126.78471733,37.48171713]]]}"
평택시,서정동,2015,스쿨존내어린이사고다발지,6138247,2016040,4122010100,41220001,경기도 평택시1,경기도 평택시 서정동(서정리초교 부근),1,1,1,0,0,0,37.058639804684,127.057289596739,"{""type"":""Polygon"",""coordinates"":[[[127.05998454,37.0586398],[127.05993276,37.05822024],[127.0597794,37.05781679],[127.05953036,37.05744498],[127.05919521,37.05711907],[127.05878683,37.05685161],[127.05832091,37.05665287],[127.05781535,37.05653048],[127.0572896,37.05648916],[127.05676384,37.05653048],[127.05625829,37.05665287],[127.05579237,37.05685161],[127.05538398,37.05711907],[127.05504883,37.05744498],[127.05479979,37.05781679],[127.05464643,37.05822024],[127.05459465,37.0586398],[127.05464643,37.05905937],[127.05479979,37.05946281],[127.05504883,37.05983461],[127.05538398,37.06016051],[127.05579237,37.06042796],[127.05625829,37.06062669],[127.05676384,37.06074907],[127.0572896,37.06079039],[127.05781535,37.06074907],[127.05832091,37.06062669],[127.05878683,37.06042796],[127.05919521,37.06016051],[127.05953036,37.05983461],[127.0597794,37.05946281],[127.05993276,37.05905937],[127.05998454,37.0586398]]]}"
안산시,단원구,2015,스쿨존내어린이사고다발지,6138864,2016040,4127310900,41273002,경기도 안산시 단원구2,경기도 안산시 단원구 선부동(선일초교 부근),2,2,0,0,2,0,37.339829620142,126.800183438616,"{""type"":""Polygon"",""coordinates"":[[[126.80287838,37.33982962],[126.8028266,37.33941161],[126.80267324,37.33900967],[126.8024242,37.33863923],[126.80208905,37.33831454],[126.80168067,37.33804807],[126.80121475,37.33785007],[126.8007092,37.33772814],[126.80018344,37.33768697],[126.79965768,37.33772814],[126.79915213,37.33785007],[126.79868621,37.33804807],[126.79827782,37.33831454],[126.79794267,37.33863923],[126.79769363,37.33900967],[126.79754028,37.33941161],[126.79748849,37.33982962],[126.79754028,37.34024762],[126.79769363,37.34064956],[126.79794267,37.34101999],[126.79827782,37.34134467],[126.79868621,37.34161112],[126.79915213,37.34180912],[126.79965768,37.34193104],[126.80018344,37.34197221],[126.8007092,37.34193104],[126.80121475,37.34180912],[126.80168067,37.34161112],[126.80208905,37.34134467],[126.8024242,37.34101999],[126.80267324,37.34064956],[126.8028266,37.34024762],[126.80287838,37.33982962]]]}"
안산시,단원구,2015,스쿨존내어린이사고다발지,6141106,2016040,4127310200,41273001,경기도 안산시 단원구1,경기도 안산시 단원구 와동(와동초교 부근),2,6,0,0,6,0,37.337717115354,126.829916887056,"{""type"":""Polygon"",""coordinates"":[[[126.83261183,37.33771712],[126.83256005,37.3372991],[126.83240669,37.33689714],[126.83215765,37.3365267],[126.8318225,37.33620199],[126.83141412,37.33593552],[126.8309482,37.33573751],[126.83044264,37.33561557],[126.82991689,37.3355744],[126.82939113,37.33561557],[126.82888558,37.33573751],[126.82841966,37.33593552],[126.82801127,37.33620199],[126.82767612,37.3365267],[126.82742708,37.33689714],[126.82727372,37.3372991],[126.82722194,37.33771712],[126.82727372,37.33813513],[126.82742708,37.33853708],[126.82767612,37.33890752],[126.82801127,37.33923221],[126.82841966,37.33949867],[126.82888558,37.33969667],[126.82939113,37.3398186],[126.82991689,37.33985977],[126.83044264,37.3398186],[126.8309482,37.33969667],[126.83141412,37.33949867],[126.8318225,37.33923221],[126.83215765,37.33890752],[126.83240669,37.33853708],[126.83256005,37.33813513],[126.83261183,37.33771712]]]}"
고양시,일산서구,2015,스쿨존내어린이사고다발지,6107957,2016040,4128710100,41287001,경기도 고양시 일산서구1,경기도 고양시 일산서구 일산동(한뫼초교 부근),3,4,0,1,2,1,37.686499525234,126.767202895299,"{""type"":""Polygon"",""coordinates"":[[[126.76989784,37.68649953],[126.76984606,37.68608346],[126.7696927,37.68568337],[126.76944366,37.68531466],[126.76910851,37.68499147],[126.76870013,37.68472623],[126.76823421,37.68452915],[126.76772865,37.68440778],[126.7672029,37.6843668],[126.76667714,37.68440778],[126.76617158,37.68452915],[126.76570566,37.68472623],[126.76529728,37.68499147],[126.76496213,37.68531466],[126.76471309,37.68568337],[126.76455973,37.68608346],[126.76450795,37.68649953],[126.76455973,37.68691559],[126.76471309,37.68731567],[126.76496213,37.68768438],[126.76529728,37.68800755],[126.76570566,37.68827277],[126.76617158,37.68846985],[126.76667714,37.68859121],[126.7672029,37.68863219],[126.76772865,37.68859121],[126.76823421,37.68846985],[126.76870013,37.68827277],[126.76910851,37.68800755],[126.76944366,37.68768438],[126.7696927,37.68731567],[126.76984606,37.68691559],[126.76989784,37.68649953]]]}"
부천시,원미구,2015,스쿨존내어린이사고다발지,6138559,2016040,4119510700,41195001,경기도 부천시 원미구1,경기도 부천시 원미구 역곡동(동곡초교 부근),2,2,1,1,0,0,37.490022740258,126.816710197119,"{""type"":""Polygon"",""coordinates"":[[[126.81940514,37.49002274],[126.81935336,37.48960557],[126.8192,37.48920443],[126.81895096,37.48883474],[126.81861581,37.4885107],[126.81820743,37.48824476],[126.81774151,37.48804715],[126.81723595,37.48792547],[126.8167102,37.48788438],[126.81618444,37.48792547],[126.81567889,37.48804715],[126.81521297,37.48824476],[126.81480458,37.4885107],[126.81446943,37.48883474],[126.81422039,37.48920443],[126.81406703,37.48960557],[126.81401525,37.49002274],[126.81406703,37.49043991],[126.81422039,37.49084104],[126.81446943,37.49121072],[126.81480458,37.49153475],[126.81521297,37.49180068],[126.81567889,37.49199827],[126.81618444,37.49211995],[126.8167102,37.49216104],[126.81723595,37.49211995],[126.81774151,37.49199827],[126.81820743,37.49180068],[126.81861581,37.49153475],[126.81895096,37.49121072],[126.8192,37.49084104],[126.81935336,37.49043991],[126.81940514,37.49002274]]]}"
군포시,산본동,2015,스쿨존내어린이사고다발지,6138865,2016040,4141010400,41410001,경기도 군포시1,경기도 군포시 산본동(산본초교입구사거리 부근),2,3,0,0,3,0,37.367704833612,126.93321723329,"{""type"":""Polygon"",""coordinates"":[[[126.93591218,37.36770483],[126.9358604,37.36728698],[126.93570704,37.36688519],[126.935458,37.36651489],[126.93512285,37.36619032],[126.93471446,37.36592395],[126.93424854,37.36572602],[126.93374299,37.36560413],[126.93321723,37.36556298],[126.93269148,37.36560413],[126.93218592,37.36572602],[126.93172,37.36592395],[126.93131162,37.36619032],[126.93097647,37.36651489],[126.93072743,37.36688519],[126.93057407,37.36728698],[126.93052229,37.36770483],[126.93057407,37.36812268],[126.93072743,37.36852447],[126.93097647,37.36889476],[126.93131162,37.36921932],[126.93172,37.36948568],[126.93218592,37.3696836],[126.93269148,37.36980548],[126.93321723,37.36984663],[126.93374299,37.36980548],[126.93424854,37.3696836],[126.93471446,37.36948568],[126.93512285,37.36921932],[126.935458,37.36889476],[126.93570704,37.36852447],[126.9358604,37.36812268],[126.93591218,37.36770483]]]}"
광명시,소하동,2015,스쿨존내어린이사고다발지,6107944,2016040,4121010400,41210001,경기도 광명시1,경기도 광명시 소하동(충현초교 부근),2,2,0,1,1,0,37.434256866562,126.885246353038,"{""type"":""Polygon"",""coordinates"":[[[126.8879413,37.43425687],[126.88788952,37.43383939],[126.88773616,37.43343795],[126.88748712,37.43306798],[126.88715197,37.4327437],[126.88674358,37.43247756],[126.88627766,37.43227981],[126.88577211,37.43215803],[126.88524635,37.43211691],[126.8847206,37.43215803],[126.88421504,37.43227981],[126.88374912,37.43247756],[126.88334074,37.4327437],[126.88300559,37.43306798],[126.88275655,37.43343795],[126.88260319,37.43383939],[126.88255141,37.43425687],[126.88260319,37.43467434],[126.88275655,37.43507578],[126.88300559,37.43544574],[126.88334074,37.43577001],[126.88374912,37.43603613],[126.88421504,37.43623387],[126.8847206,37.43635564],[126.88524635,37.43639676],[126.88577211,37.43635564],[126.88627766,37.43623387],[126.88674358,37.43603613],[126.88715197,37.43577001],[126.88748712,37.43544574],[126.88773616,37.43507578],[126.88788952,37.43467434],[126.8879413,37.43425687]]]}"
오산시,가수동,2014,스쿨존내어린이사고다발지,6090138,2015042,41370121,41370001,경기도 오산시1,경기도 오산시 가수동(오산초교 부근),2,2,0,0,2,0,37.14436196983,127.049208686333,"{""type"":""Polygon"",""coordinates"":[[[127.0515965,37.1462734],[127.0511935,37.1465489],[127.0507417,37.1467705],[127.0502522,37.1469328],[127.0497369,37.1470319],[127.0492087,37.1470652],[127.0486804,37.1470319],[127.0481652,37.1469328],[127.0476756,37.1467705],[127.0472238,37.1465489],[127.0468209,37.1462734],[127.0464768,37.1459508],[127.0461999,37.1455892],[127.0459972,37.1451973],[127.0458735,37.1447848],[127.0458319,37.1443619],[127.0458735,37.1439391],[127.0459973,37.1435266],[127.0462,37.1431347],[127.0464769,37.142773],[127.046821,37.1424505],[127.0472239,37.142175],[127.0476757,37.1419534],[127.0481653,37.1417911],[127.0486805,37.1416921],[127.0492087,37.1416588],[127.0497369,37.1416921],[127.0502521,37.1417911],[127.0507416,37.1419534],[127.0511934,37.142175],[127.0515963,37.1424505],[127.0519405,37.142773],[127.0522173,37.1431347],[127.0524201,37.1435266],[127.0525438,37.1439391],[127.0525854,37.1443619],[127.0525439,37.1447848],[127.0524202,37.1451973],[127.0522174,37.1455892],[127.0519406,37.1459508],[127.0515965,37.1462734]]]}"
안양시,동안구,2014,스쿨존내어린이사고다발지,6090137,2015042,41173103,41173001,경기도 안양시 동안구1,경기도 안양시 동안구 평촌동(벌말초교 부근),2,2,0,2,0,0,37.393562223819,126.979561294819,"{""type"":""Polygon"",""coordinates"":[[[126.981957,37.3954736],[126.9815527,37.395749],[126.9810994,37.3959707],[126.9806082,37.396133],[126.9800913,37.396232],[126.9795613,37.3962653],[126.9790313,37.396232],[126.9785143,37.396133],[126.9780232,37.3959707],[126.9775699,37.395749],[126.9771656,37.3954736],[126.9768204,37.395151],[126.9765426,37.3947894],[126.9763392,37.3943975],[126.9762151,37.393985],[126.9761734,37.3935622],[126.9762151,37.3931393],[126.9763393,37.3927269],[126.9765427,37.392335],[126.9768205,37.3919734],[126.9771658,37.3916508],[126.97757,37.3913754],[126.9780233,37.3911538],[126.9785144,37.3909914],[126.9790313,37.3908924],[126.9795613,37.3908592],[126.9800913,37.3908924],[126.9806082,37.3909914],[126.9810993,37.3911538],[126.9815526,37.3913754],[126.9819568,37.3916508],[126.9823021,37.3919734],[126.9825799,37.392335],[126.9827833,37.3927269],[126.9829075,37.3931393],[126.9829492,37.3935622],[126.9829075,37.393985],[126.9827834,37.3943975],[126.98258,37.3947894],[126.9823022,37.395151],[126.981957,37.3954736]]]}"
